      837.78578       836.96598       838.59558
      818.50000       819.79904       820.07372
      818.50000       818.50000       820.19119
      826.11683       824.97719       824.26923
      843.50000       841.79488       841.79496
      843.50000       841.79488       843.50000
      820.42308       819.79904       818.50000
      830.98214       831.96688       830.01616
      838.31268       840.08513       840.05892
      839.97177       841.94391       841.80844
      821.88905       822.06168       823.42186
      840.12501       840.08513       838.36559
      842.20096       840.68529       841.57692
      842.20096       843.50000       843.50000
      843.50000       842.20096       841.57692
      821.90213       821.91251       820.19451
      836.81880       838.78516       837.84998
      828.70209       830.88460       828.89297
      838.32613       836.29580       838.26636
      841.79751       843.50000       843.50000
      825.24997       826.93747       825.36792
      828.87790       828.89297       830.87620
      819.79904       818.50000       818.50000
      833.88462       832.94309       831.96154
      834.89727       836.48376       834.43350
      838.59558       839.92583       837.78578
      838.32613       838.26636       840.05827
      825.48068       825.36792       827.44503
      838.69231       839.65385       837.73077
      831.00000       832.94309       831.99009
      828.85867       829.78342       827.45414
      827.45414       825.42065       825.44616
      838.38728       836.57193       838.35262
      836.48376       838.30735       838.30783
      828.89297       827.07084       828.70209
      832.85996       830.88460       833.05380
      824.99839       826.95806       826.07996
      838.30735       836.33120       838.42104
      841.81063       843.50000       841.80741
      832.02271       830.97882       829.96131
      835.00957       836.96598       835.87671
      837.78578       836.78990       835.87671
      823.21484       822.34615       821.31471
      836.78990       834.84615       835.87671
      836.29580       838.32613       836.96598
      835.80769       833.88462       834.84615
      840.08439       838.59558       838.32613
      835.92004       837.84998       837.00161
      841.81251       843.50000       841.81251
      836.33120       838.30735       836.48376
      841.81063       843.50000       843.50000
      827.90868       827.00125       825.62653
      829.94992       828.98855       827.92770
      822.02823       823.21484       821.31471
      841.79496       843.50000       843.50000
      840.05827       840.08439       838.32613
      831.99009       832.94309       833.95208
      840.10430       838.35262       838.30783
      841.80741       840.08215       840.09215
      843.50000       841.79743       843.50000
      836.96598       837.78578       835.87671
      840.64373       841.93050       842.20096
      839.92583       841.93050       840.64373
      821.91346       820.18749       821.89177
      827.07084       828.89297       827.03884
      825.42065       827.07084       825.33132
      821.90213       823.56528       823.67746
      833.95208       832.94309       834.87645
      826.93747       825.24997       827.03884
      825.24997       825.36792       823.58214
      840.08513       840.12501       841.81251
      827.03884       825.33132       827.07084
      830.87620       828.89297       830.88460
      830.97882       832.09884       829.78342
      832.09146       830.88075       833.06693
      828.85867       830.97882       829.78342
      828.87790       830.87620       830.88075
      830.03846       831.00000       829.06249
      841.80844       843.50000       841.81063
      836.81880       835.80769       837.73077
      839.97177       840.68529       841.94391
      838.32613       838.59558       836.96598
      833.07914       830.95602       832.09146
      831.96154       832.92308       833.88462
      827.45414       827.07084       825.42065
      828.70209       827.45414       829.78342
      828.70209       827.07084       827.45414
      842.20096       841.94391       840.68529
      838.65375       837.84998       839.97177
      836.48376       834.89727       836.33120
      841.79743       843.50000       841.93050
      838.59558       840.08439       839.92583
      833.93285       831.96688       832.98695
      833.88462       832.92308       834.84615
      830.03846       831.00000       831.96154
      837.78578       838.69231       836.78990
      839.92583       838.69231       837.78578
      837.73077       835.80769       836.78990
      843.50000       841.81251       843.50000
      840.05892       838.26636       838.31268
      841.79751       841.81251       843.50000
      840.08215       840.10430       838.30783
      841.80741       843.50000       843.50000
      841.80741       843.50000       841.81251
      838.30783       838.30735       840.08215
      843.50000       841.93050       843.50000
      841.57692       839.65385       840.64373
      835.00957       833.93285       832.98695
      831.99741       830.98214       829.94992
      837.73077       839.65385       838.78516
      837.73077       838.78516       836.81880
      832.85996       832.86101       830.87620
      832.09884       833.05380       830.88460
      826.93747       828.70109       827.44503
      831.99741       829.94992       830.95602
      831.96154       831.00000       832.92308
      823.58214       823.58590       825.24997
      841.57692       840.68529       839.65385
      842.20096       841.93050       843.50000
      840.05827       841.79496       841.79488
      833.93285       835.00957       835.87671
      837.84998       835.92004       836.81880
      842.20096       843.50000       843.50000
      836.58123       836.56334       834.74062
      838.30783       838.35262       836.51681
      832.98695       834.03283       835.00957
      837.73077       836.78990       838.69231
      843.50000       841.79496       841.79751
      838.30783       836.51681       836.48376
      836.57193       836.51681       838.35262
      841.81251       841.81251       843.50000
      841.81251       843.50000       843.50000
      841.81251       843.50000       843.50000
      840.08215       841.81251       840.10430
      832.85996       834.79209       834.73447
      840.64373       842.20096       841.57692
      836.29580       836.96598       835.00957
      823.58590       825.33132       825.24997
      830.99934       832.02271       829.96131
      825.42065       825.33132       823.62172
      828.87790       830.88075       828.70109
      827.03884       825.24997       825.33132
      832.86101       830.88075       830.87620
      830.87620       830.88460       832.85996
      834.43350       833.05380       832.09884
